before,nano,dead
0.439312438,0.109211990,0.109458438
0.488585754,0.100000750,0.100493936
0.493378678,0.109863948,0.110263154
0.486613918,0.100007252,0.101262352
0.489946304,0.109996244,0.110260906
0.488344470,0.109909722,0.110148770
0.499775048,0.107189174,0.107342190
0.481794044,0.100000374,0.100265076
0.497855628,0.109997694,0.110255146
0.498187168,0.100000066,0.100376472
0.409778050,0.109078774,0.109256098
0.486984400,0.109999490,0.110175790
0.472659470,0.106102964,0.106296438
0.497804708,0.100424544,0.100590388
0.487957164,0.109997442,0.110310248
0.460792350,0.100003532,0.100366930
0.490741064,0.109895040,0.110144254
0.489019934,0.109996550,0.110286706
0.447754604,0.108486846,0.108936984
0.488875432,0.105908914,0.106096960
0.470441828,0.109897922,0.110151876
0.495442092,0.109955906,0.110178894
0.495872828,0.109995038,0.110244396
0.486472378,0.109937828,0.110194364
0.265690160,0.108830306,0.109306576
0.331587260,0.110043530,0.110340652
0.242916954,0.109860488,0.110187904
0.487533910,0.104508868,0.104741444
0.485111374,0.103541798,0.103725610
0.493378716,0.109988934,0.110144200
0.496164382,0.100001990,0.100335422
0.477622940,0.109960732,0.110315110
0.491250214,0.109878732,0.111465460
0.452742108,0.119980058,0.120497070
0.492374378,0.109999532,0.110314384
0.305862914,0.110009042,0.110196812
0.330325694,0.110004554,0.110387650
0.199101810,0.100508650,0.101473988
0.310761988,0.107974804,0.108318954
0.487349926,0.100005316,0.100284092
0.488089746,0.109991840,0.110364262
0.498282312,0.100014112,0.100614284
0.467747270,0.109997518,0.110441288
0.496933224,0.109992744,0.110310778
0.498436812,0.110000738,0.110595066
0.489955348,0.109996002,0.110178196
0.485706254,0.110000974,0.110318066
0.487188076,0.109997506,0.110261044
0.492415418,0.109954380,0.110099344
0.494753658,0.109991550,0.110239948
0.495969828,0.109993490,0.110170828
0.497853776,0.109992546,0.110081510
0.459242024,0.110009312,0.110193622
0.498226080,0.106410938,0.106564608
0.493285102,0.109984684,0.110244250
0.490944912,0.110016966,0.110292172
0.497479570,0.109987368,0.110300844
0.499960886,0.103507222,0.103677922
0.498416100,0.100001502,0.100371870
0.492697464,0.109989042,0.110170518
0.492718598,0.119977450,0.120276686
0.494574992,0.109997242,0.110229798
0.397986288,0.109935934,0.111716914
0.466642138,0.109999276,0.110289138
0.489100908,0.109989114,0.110330540
0.456200046,0.110011136,0.110163254
0.493120314,0.109991348,0.110219384
0.496933706,0.109984558,0.110134748
0.497724224,0.109828858,0.110147798
0.496386068,0.100017530,0.100502094
0.496487638,0.109996908,0.110155940
0.440227628,0.110020206,0.110196936
0.491139532,0.110022070,0.119024686
0.496359884,0.109982078,0.110200780
0.496733960,0.109983366,0.110161844
0.496887156,0.109996504,0.110198382
0.491360946,0.109996392,0.110168220
0.495548382,0.110000198,0.110140862
0.495785376,0.109964300,0.110321926
0.499665684,0.109997502,0.110127218
0.493394628,0.100000152,0.100152976
0.496993158,0.100007904,0.100188276
0.496462038,0.109999502,0.110201218
0.496862328,0.109982722,0.110142238
0.495851886,0.109997804,0.110161430
0.497323258,0.109989546,0.110194392
0.496263170,0.100126490,0.100472474
0.495245408,0.110014082,0.110269706
0.489076420,0.110001754,0.110246202
0.489166520,0.109997644,0.110202792
0.495404434,0.109997868,0.110269578
0.494017184,0.109995292,0.110204564
0.496636890,0.109988710,0.112919330
0.487951634,0.109995856,0.110304906
0.481535514,0.109993534,0.110246254
0.497759122,0.109972352,0.110171756
0.496809700,0.109997556,0.110293110
0.458792656,0.109990524,0.110209272
0.499896950,0.108978674,0.109242756
0.334495640,0.110027108,0.110191902
0.459650360,0.109973932,0.110308148
0.496094828,0.100003402,0.100224342
0.493134164,0.101645690,0.101812536
0.433649626,0.101369348,0.101557830
0.403859932,0.108977218,0.109123078
0.395475086,0.107579842,0.107766384
0.499206476,0.102123796,0.102516722
0.476173036,0.101787928,0.101971442
0.492313686,0.102342378,0.102665802
0.491794176,0.102022998,0.102319428
0.304645204,0.110001690,0.110275420
0.371330222,0.103898960,0.104106200
0.497411822,0.104188792,0.104348964
0.495951030,0.108385462,0.108537588
0.429925932,0.109840118,0.110155858
0.482227382,0.101123574,0.101318372
0.390707434,0.101316782,0.101468342
0.478557782,0.109909850,0.110070312
0.459915578,0.110011884,0.110196662
0.456293030,0.110119264,0.110378454
0.387203110,0.110029688,0.110262954
0.434178310,0.110005062,0.110373794
0.331540606,0.109907040,0.110089286
0.389979850,0.109985166,0.110174608
0.401793360,0.106303300,0.106504474
0.449964910,0.106632028,0.106908048
0.410731810,0.110059738,0.110307090
0.317696574,0.107921962,0.108117622
0.487864178,0.110034862,0.110250054
0.498573946,0.105446846,0.105637900
0.319691754,0.109770272,0.110073218
0.470660668,0.102059084,0.102274618
0.443156642,0.110016550,0.110371644
0.418552060,0.102475622,0.102831898
0.316514066,0.106331150,0.106459034
0.466480058,0.109510148,0.109703128
0.419968974,0.109997678,0.110149372
0.459988806,0.109910040,0.110078728
0.494110260,0.102359494,0.102545776
0.469126120,0.109170490,0.109310018
0.470725322,0.108870254,0.109073134
0.474331012,0.101004966,0.101170886
0.500021888,0.106779352,0.106987532
0.399977556,0.110015740,0.110187030
0.459984710,0.109946416,0.110200850
0.466199472,0.108972310,0.109164314
0.459983654,0.106521084,0.106701570
0.449857928,0.100032124,0.100251648
0.429899960,0.110003644,0.110314238
0.488306658,0.109261704,0.109441998
0.371901212,0.110012048,0.110200536
0.459938804,0.110005082,0.110123888
0.474101738,0.107794982,0.108043348
0.269906806,0.108686274,0.109069220
0.371415336,0.110013446,0.110194176
0.478698424,0.108925062,0.109109290
0.429639838,0.109987836,0.110142968
0.428560588,0.110012882,0.110178078
0.410860344,0.108826744,0.109102362
0.500045396,0.107983084,0.108156058
0.460000390,0.109999170,0.110178110
0.359997066,0.108818576,0.109004044
0.365719046,0.107676856,0.108082628
0.234180640,0.109917598,0.110263862
0.330076344,0.109915728,0.110094952
0.374100708,0.100061356,0.100255166
0.488709258,0.107361092,0.107528740
0.279886716,0.110018474,0.110221298
0.299015922,0.110015288,0.110199776
0.349838630,0.110018528,0.120075896
0.258560996,0.109865130,0.110141014
0.366136098,0.105411002,0.105719116
0.389874296,0.104486192,0.104674714
0.404564894,0.107240400,0.107413762
0.485435462,0.104745490,0.105007950
0.464060954,0.110041404,0.110229408
0.490879806,0.108579148,0.108764770
0.342900816,0.110000824,0.110119996
0.430870934,0.108894124,0.109079358
0.410230992,0.110020610,0.110229468
0.450265306,0.109823978,0.110044908
0.491368404,0.110011156,0.110168142
0.492978526,0.100033802,0.100660492
0.393028438,0.105198552,0.105395384
0.496429988,0.109982940,0.110255716
0.496915576,0.109956194,0.110167272
0.492178824,0.110009886,0.110184122
0.493237328,0.109996072,0.110183398
0.496429846,0.109979112,0.110172276
0.488708440,0.109945938,0.110201598
0.494634984,0.100000430,0.100281898
0.495556784,0.109983748,0.110222312
0.497233084,0.109984884,0.116821094
0.490711504,0.109987436,0.110670798
0.496577980,0.109654598,0.110576270
0.495587896,0.109994944,0.110119264
0.492042296,0.109994320,0.110395622
0.487498690,0.109998906,0.110263560
0.495380234,0.109997884,0.110213752
0.496855288,0.109990952,0.110249824
0.493832476,0.109996656,0.110304104
0.496927594,0.109984932,0.110143692
0.493308534,0.100000434,0.100374048
0.493842514,0.109993168,0.110381352
0.495679244,0.109998250,0.110391546
0.496386240,0.109908056,0.110196316
0.496306054,0.109997518,0.110216718
0.496666168,0.109981852,0.110309886
0.496487920,0.109954152,0.110103518
0.497223476,0.110003900,0.110138716
0.496975764,0.109987942,0.110197100
0.497011750,0.109977806,0.110185990
0.497188756,0.109979992,0.110238168
0.496450976,0.109902130,0.110212066
0.496904326,0.109973952,0.110212450
0.496998368,0.100001534,0.100222622
0.497356124,0.109996624,0.110144348
0.497137378,0.109960348,0.110252770
0.496946782,0.109950186,0.110077814
0.496849514,0.109981562,0.110103000
0.497054624,0.109983434,0.110103282
0.496829726,0.109973734,0.110092716
0.495943634,0.109983654,0.110147654
0.496937270,0.109975982,0.110067162
0.494443046,0.109974508,0.110223364
0.497393010,0.109966538,0.110090058
0.497477758,0.109997216,0.110270324
0.497133122,0.110000494,0.110080842
0.496669908,0.109984372,0.110073430
0.497582176,0.109988618,0.110111678
0.498754030,0.179970564,0.180103406
0.496691996,0.109997030,0.110161248
0.496789116,0.109947296,0.110113922
0.496183592,0.110002910,0.110253658
