before,nano,dead
0.497108194,0.109997900,0.110213624
0.497070534,0.109996562,0.110124416
0.497170786,0.109996822,0.110191800
0.495868538,0.109998348,0.110215604
0.496842396,0.109965508,0.110192064
0.497160212,0.109999698,0.110198428
0.492059794,0.109971008,0.110202916
0.495818850,0.109997742,0.110255590
0.496453988,0.109997738,0.110218730
0.497043186,0.109982396,0.110181670
0.497087626,0.109985144,0.110155270
0.496849812,0.100000326,0.100228020
0.497218588,0.109996484,0.110299028
0.497105988,0.110000234,0.110214674
0.497296564,0.109996992,0.110198076
0.497431048,0.109999298,0.110217672
0.493693234,0.109993510,0.110166524
0.497605384,0.110016848,0.345222640
0.492373154,0.109998698,0.110238864
0.497246992,0.109984950,0.110099390
0.497113374,0.109988856,0.110110144
0.497693872,0.109994918,0.110096794
0.497677684,0.109990318,0.110090472
0.497489354,0.109997826,0.110121616
0.497631212,0.109986904,0.110090006
0.497861938,0.109977960,0.110083752
0.497785976,0.109984846,0.110088670
0.497846460,0.109972906,0.110117672
0.497456122,0.109974256,0.110078332
0.497907998,0.109975844,0.110113868
0.497460866,0.109961186,0.110089382
0.497107942,0.109975842,0.110176030
0.497040734,0.109992892,0.110122926
0.496804122,0.109997490,0.110191440
0.497022096,0.109998162,0.110299574
0.496483110,0.109998114,0.110318108
0.496179620,0.109996910,0.110324534
0.496329106,0.109996764,0.110391594
0.496614082,0.109997346,0.110254324
0.496723594,0.109997490,0.110309812
0.496268068,0.109997696,0.110223502
0.495161202,0.109997480,0.110190510
0.497457860,0.109997724,0.110276174
0.497101520,0.109997636,0.110259308
0.496885610,0.109985922,0.110255118
0.496723546,0.109997800,0.110258622
0.496555466,0.109997206,0.110657986
0.496073478,0.109996708,0.110346550
0.497026010,0.109959826,0.110240588
0.496534660,0.109997304,0.110287594
0.497153078,0.109980122,0.110323356
0.496930184,0.109997284,0.110286974
0.497103754,0.109997700,0.110305886
0.497185104,0.109846802,0.110064448
0.497549864,0.110001910,0.110188036
0.497434236,0.109996342,0.110184426
0.497410112,0.109945114,0.110175232
0.497198098,0.109998142,0.110167088
0.497338056,0.109998358,0.110157698
0.497125080,0.109858206,0.110054892
0.495778236,0.109918428,0.110139506
0.496950320,0.109995374,0.110210030
0.494405450,0.109999566,0.110149134
0.497481352,0.109997348,0.110246782
0.496483708,0.109974810,0.110163332
0.496726010,0.109935334,0.110191726
0.497125072,0.109997434,0.110299674
0.496899648,0.109997702,0.110268740
0.496923550,0.109997750,0.110354370
0.496733884,0.109966200,0.110233132
0.496889506,0.109997480,0.110280716
0.496865020,0.109997486,0.110285776
0.496791902,0.109997496,0.110235340
0.497047580,0.109997534,0.110208124
0.497206848,0.109997202,0.110232192
0.496629246,0.109997596,0.110265084
0.497289288,0.109997704,0.110222366
0.497032080,0.109997412,0.110233874
0.497080382,0.109998126,0.110285926
0.496700460,0.109997566,0.110212380
0.497193064,0.109997478,0.110228152
0.497145090,0.109989776,0.110280044
0.496816826,0.109997542,0.110290364
0.496765876,0.109997832,0.110266144
0.496528396,0.100031922,0.100306854
0.496848626,0.109973540,0.110269036
0.496892678,0.109997836,0.110261642
0.496831976,0.109997724,0.110292522
0.493494898,0.109997772,0.110271492
0.496873048,0.109996960,0.110278096
0.496799030,0.109959680,0.110249536
0.496800678,0.109997360,0.110273556
0.496873924,0.109997486,0.110263698
0.496788146,0.109998542,0.110267826
0.496323970,0.109956368,0.110057770
0.497702606,0.109986864,0.110074278
0.497199298,0.109978096,0.110268438
0.496985070,0.109957678,0.110077644
0.497112830,0.109975194,0.110206402
0.497018854,0.109980530,0.110150982
0.497031680,0.109871070,0.110000104
0.496518254,0.109970514,0.110138736
0.497327748,0.109968770,0.110215386
0.497202622,0.109983500,0.110103964
0.497618174,0.109971678,0.110095066
0.497025388,0.109981354,0.110103922
0.496908798,0.109984394,0.110183946
0.494517090,0.109998816,0.110157376
0.497485400,0.109997672,0.110211818
0.497266500,0.109997418,0.110219060
0.497255814,0.109997430,0.110207394
0.497322190,0.109997606,0.110211754
0.496833858,0.109981336,0.110167450
0.495925204,0.109997388,0.110183698
0.492395792,0.109997510,0.110204692
0.497204564,0.109997242,0.110202832
0.497473154,0.109997338,0.110143228
0.497479754,0.109995644,0.110104920
0.496368750,0.109982526,0.110107478
0.497234546,0.109998274,0.110108206
0.497609288,0.109997474,0.110127504
0.497785466,0.100004614,0.100210588
0.497258376,0.109997776,0.110162632
0.496969512,0.109991338,0.110320714
0.496346532,0.109997954,0.110160078
0.496926122,0.100007564,0.100181986
0.497378638,0.109997956,0.110169132
0.497295028,0.109962648,0.110122604
0.497628168,0.109997588,0.110191036
0.497400674,0.109997382,0.110162472
0.497744464,0.110000526,0.110179666
0.492516102,0.109997506,0.110141750
0.497572432,0.109930842,0.110064794
0.497739636,0.109996702,0.110144534
0.497617114,0.109949572,0.110269310
0.497095356,0.100137476,0.100399368
0.498439942,0.108780974,0.108925118
0.497623176,0.109985394,0.110152896
0.497630620,0.109977546,0.110180084
0.497814066,0.109997280,0.110121064
0.497659056,0.109933216,0.110104996
0.497493774,0.109997324,0.110169612
0.497640282,0.109944000,0.110062558
0.497710738,0.100006866,0.100192192
0.497218636,0.109996540,0.110174576
0.497557446,0.109996554,0.110177906
0.497459926,0.109997352,0.110117122
0.496957746,0.109997354,0.110156226
0.497492348,0.109987910,0.110158260
0.497667710,0.109999814,0.110249426
0.497466972,0.109996740,0.110152328
0.496241260,0.109933738,0.110091316
0.497573034,0.109997362,0.110147244
0.497883562,0.109979608,0.110158272
0.496922074,0.109971842,0.110172808
0.496892320,0.100000378,0.100257528
0.497319054,0.110002346,0.110366560
0.496723350,0.100011498,0.100301350
0.497360568,0.109996070,0.110147926
0.497000754,0.109997456,0.110286334
0.496906940,0.109997354,0.110168988
0.497197884,0.109996690,0.110257966
0.496939872,0.109980074,0.110149380
0.497250138,0.109986850,0.110174842
0.496363820,0.109975158,0.110130032
0.496769194,0.109997326,0.110151068
0.497630848,0.109997550,0.110149336
0.497935064,0.109998476,0.110156724
0.497172432,0.109997482,0.110252774
0.496811354,0.109997176,0.110190048
0.496633562,0.109944742,0.110120510
0.495620032,0.109983794,0.110143180
0.496947362,0.109972786,0.110175950
0.496959438,0.109987770,0.110307096
0.496984938,0.109984556,0.110179042
0.496766204,0.109982434,0.110106046
0.496251860,0.109998372,0.110139954
0.497639940,0.109974518,0.110145030
0.497587326,0.109960392,0.110113632
0.497395190,0.109991754,0.110238958
0.496804438,0.109992536,0.110282910
0.496356916,0.109994766,0.110155806
0.494753534,0.109996166,0.110156748
0.496006034,0.109997268,0.110087944
0.497636832,0.109997558,0.110132788
0.497355018,0.109997040,0.110134698
0.496849648,0.109997384,0.110096276
0.497440528,0.100001472,0.100315746
0.495702478,0.109997546,0.110115010
0.497480286,0.109975720,0.110166572
0.497470758,0.109986296,0.110159014
0.496830350,0.109994866,0.110113804
0.497534622,0.109997136,0.110099872
0.497861740,0.109997432,0.168902292
0.498791516,0.109996934,0.110122672
0.492907902,0.109995710,0.110577500
0.492735078,0.110035304,0.110332912
0.494872604,0.100011446,0.100195664
0.498824692,0.102347138,0.102638722
0.492721920,0.109995800,0.110233156
0.491503348,0.100003890,0.100208516
0.497069074,0.109985958,0.110209166
0.496938688,0.109997426,0.110203638
0.497183448,0.109997388,0.110123854
0.497762326,0.109997706,0.110185582
0.497575342,0.109996854,0.110124816
0.497818980,0.109988808,0.110132512
0.497673334,0.109998132,0.110125872
0.496072942,0.109967696,0.110122096
0.498956278,0.103340256,0.103497634
0.492919610,0.109998060,0.110210516
0.499269430,0.100018156,0.100153472
0.491968894,0.109997578,0.110202824
0.496830344,0.109977828,0.110234178
0.467389096,0.102388270,0.102599148
0.374119854,0.109449588,0.109647800
0.476915448,0.110036348,0.110289702
0.254774560,0.103394820,0.103740058
0.478950486,0.108032540,0.108366532
0.498499774,0.108706722,0.108929940
0.483135242,0.101121554,0.101267834
0.420451594,0.101839924,0.102040398
0.463107898,0.110003668,0.110172346
0.363361842,0.110015234,0.110212284
0.459792872,0.109976940,0.110165174
0.499908968,0.102974360,0.103130470
0.492608188,0.100018972,0.100189924
0.479975346,0.110018574,0.110164490
0.499995578,0.106593970,0.106721100
0.495104524,0.109998070,0.110259136
0.493974626,0.109908190,0.110063130
0.474808350,0.100000082,0.100267198
0.363357408,0.109995038,0.110175000
0.319946726,0.108603844,0.108814184
0.426424788,0.108352270,0.108622588
0.479530948,0.109993280,0.110179918
0.493939354,0.109963572,0.110097150
0.495141730,0.100028710,0.100210364
0.419967432,0.110023542,0.110207816
0.364243932,0.108914662,0.109072072
0.472947224,0.119989894,0.120336994
0.495497512,0.110000694,0.110222606
0.355978414,0.109109002,0.109328906
0.454872258,0.110000394,0.110199950
0.402920580,0.109036334,0.109431764
0.494049188,0.106702748,0.107126100
0.447787924,0.110014634,0.110199226
0.425259068,0.108994936,0.109210552
0.425455962,0.109900966,0.110087632
0.500022520,0.108829936,0.108989408
0.412506072,0.104483654,0.104708480
0.469527770,0.107600944,0.107772536
0.288227248,0.104318392,0.104499380
0.448720952,0.110015526,0.110179364
0.430521290,0.107943576,0.108105940
0.492944444,0.102782850,0.102948830
0.440433588,0.108297970,0.108437824
0.443862966,0.109930324,0.110083776
0.360748768,0.109830200,0.109982468
0.471523934,0.109999846,0.110255398
0.469898046,0.110003500,0.110165736
0.433745802,0.109200294,0.109369500
0.482586590,0.105158234,0.105295368
0.397505992,0.106241940,0.106399484
0.489380706,0.109978134,0.110136214
0.338283904,0.110017572,0.110149716
0.467281996,0.110029644,0.110206978
0.495588174,0.104501986,0.104696180
0.352269890,0.108688534,0.108841450
0.486709884,0.100030012,0.100227150
0.495944530,0.103912716,0.104065182
0.355090176,0.100017020,0.100202834
0.487883426,0.100027478,0.100205994
0.391903634,0.110017682,0.110173502
0.494062356,0.109823162,0.110007780
0.437595700,0.110003072,0.110288048
0.487615806,0.110022742,0.110188564
0.413424960,0.103629756,0.103812264
0.486909378,0.109944282,0.110128614
0.467110476,0.110009814,0.110235588
0.491020288,0.105031512,0.105205132
0.493955178,0.109997612,0.110265902
0.495525242,0.110008640,0.110210864
0.482733074,0.109997528,0.110271912
0.496628470,0.109995674,0.110228882
0.493474026,0.109974818,0.110220820
0.496515248,0.100022056,0.100319064
0.490097218,0.417421234,0.417622306
0.407040678,0.109972740,0.110130192
0.492364024,0.106453486,0.106694606
0.465835694,0.103438134,0.103583362
0.496814628,0.108400386,0.108558010
0.434524970,0.108586000,0.108790980
0.493372484,0.124938296,0.125141062
0.488300534,0.109988122,0.110136490
0.475707666,0.108320054,0.108579114
0.344299804,0.101787998,0.101944740
0.402348980,0.110026778,0.110205214
0.442009868,0.100683514,0.100845318
0.475121508,0.101588690,0.102012570
0.493546876,0.108323814,0.108562218
0.346288180,0.109947390,0.110104906
0.471600722,0.109484774,0.109662356
0.475322162,0.109860780,0.110014626
0.485746340,0.109107748,0.109254504
0.492884156,0.321077754,0.321206158
0.434746772,0.108805444,0.109006956
0.492286132,0.103418438,0.103586658
0.363245220,0.110027334,0.110179028
0.434100256,0.108795716,0.109020304
0.379426986,0.109927940,0.110224576
0.419860560,0.110019976,0.110253366
0.427401354,0.109993092,0.110211986
0.347723122,0.100032024,0.100246140
0.367609934,0.109964588,0.110319790
0.448532398,0.108372812,0.108550444
0.355170280,0.109330196,0.109617042
0.249857658,0.109931752,0.110162184
0.469302378,0.109453284,0.109603940
0.238118870,0.107680354,0.107858224
0.392893346,0.109946790,0.110123024
0.364272584,0.110005616,0.110176436
0.458711426,0.110026076,0.110236078
0.399359892,0.109225248,0.109500812
0.411176216,0.108218310,0.108492516
0.299902026,0.109936066,0.110205734
0.493789874,0.110032224,0.110257550
0.399840850,0.106332004,0.106522510
0.239927960,0.107944654,0.108144020
0.474718748,0.100334044,0.100667646
0.418713208,0.100264302,0.100469074
0.493037980,0.109994270,0.110172416
0.495273960,0.102538508,0.102763676
0.422087992,0.130002134,0.130204212
0.448420522,0.106701794,0.106861680
0.499340358,0.100084068,0.100369982
0.499812028,0.108730892,0.108880312
0.365623446,0.109732730,0.109894752
0.495345138,0.108783946,0.108931000
0.479310726,0.108480058,0.108637462
0.499093614,0.100260098,0.100398690
0.473667416,0.109740286,0.109952910
0.481754386,0.109774442,0.110065638
0.497740560,0.109982510,0.110134996
0.433745652,0.102321038,0.102525460
0.493163454,0.105408068,0.105782372
0.480674770,0.109881038,0.110011724
0.489628900,0.106693502,0.106835814
0.492927826,0.110019558,0.110227616
0.493974510,0.109966110,0.110120402
0.494798360,0.109949560,0.110237274
0.489309482,0.110027176,0.110183574
0.496352770,0.109997608,0.110142192
0.495801566,0.100002698,0.100186144
0.492682912,0.109997140,0.110229504
0.496939702,0.109984960,0.110101032
0.497625886,0.109998414,0.110120290
0.495279080,0.109997498,0.110113782
0.495639614,0.109999306,0.110296676
0.497055006,0.109997310,0.110160682
0.496575100,0.109995760,0.110208134
0.496406834,0.109997104,0.110224808
0.496463564,0.109996826,0.110130472
0.494357660,0.109950158,0.110117808
0.497470154,0.109992458,0.110156888
0.497663386,0.100014666,0.100249394
0.497432682,0.109979440,0.110119546
0.497173152,0.109994618,0.110158024
0.497444538,0.109997200,0.110095434
0.497457402,0.109982822,0.110123540
0.497387936,0.109994712,0.110185436
0.497318770,0.100017020,0.100133612
0.497397994,0.100001556,0.100176752
0.497546034,0.109996796,0.110106954
0.495791896,0.109980512,0.110105610
0.497624710,0.109978012,0.110168208
0.497414032,0.109997470,0.110162472
0.497207952,0.109997466,0.110112510
0.497248830,0.109964126,0.110135532
0.497546900,0.109997604,0.110134786
0.485386720,0.109991424,0.110438840
0.492816148,0.109998590,0.110251230
0.490224850,0.108756378,0.109017458
0.491974768,0.110015756,0.110242614
0.486620274,0.100014868,0.100221040
0.499257170,0.103624638,0.103935812
0.496336810,0.109997002,0.110278240
0.496769872,0.109998022,0.110265582
0.496601518,0.109998074,0.110305260
0.496777590,0.109997468,0.110264998
0.496864084,0.109998276,0.110317718
0.496387836,0.109976300,0.110190936
0.497300652,0.110041054,0.110343422
0.384379822,0.109880608,0.110173150
0.491041792,0.109888448,0.110193262
0.496198504,0.109997904,0.110417940
0.496351150,0.109979662,0.110251708
0.249943698,0.110022630,0.110209688
0.389880814,0.110029114,0.110211976
0.419794238,0.110006880,0.110196306
0.249948290,0.106100206,0.106260944
0.379963794,0.109950966,0.110212842
0.369956508,0.110020078,0.110217014
0.455002486,0.110008556,0.110212554
0.339781412,0.100032726,0.100258720
0.428579570,0.104509522,0.104708812
0.250046626,0.109987972,0.110239376
0.361724774,0.109930464,0.110075652
0.368692894,0.109966664,0.110294290
0.351846730,0.100000540,0.100427238
0.496708078,0.101708586,0.101949748
0.494779574,0.103719208,0.103963798
0.490227524,0.110049406,0.110242632
0.481197168,0.108429014,0.108657654
0.367734742,0.108514792,0.108766268
0.346518204,0.100017450,0.100178004
0.398250954,0.105751632,0.106019662
0.493541866,0.110042962,0.110200404
0.474559176,0.104226030,0.104430736
0.496078596,0.109970434,0.110240290
0.493001990,0.109985072,0.110176350
0.247828184,0.110004010,0.110174096
0.346595540,0.101005256,0.101747664
0.322780708,0.109757186,0.109961712
0.454824678,0.110046094,0.110232794
0.462657724,0.109291614,0.109641756
0.403803114,0.108539266,0.108736854
0.282213736,0.101543182,0.101709956
0.473083312,0.109988830,0.110171616
0.249953398,0.100124920,0.100282032
0.376456896,0.109346516,0.109618392
0.393957890,0.109936988,0.110096280
0.317902906,0.110010506,0.110169984
0.429776974,0.109094352,0.109267878
0.248389550,0.107392388,0.107846736
0.253085680,0.109978164,0.110235354
0.297369730,0.100051684,0.100281842
0.364257600,0.110027228,0.110271260
0.325306042,0.109980564,0.110197034
0.498901890,0.103808318,0.104196080
0.423564674,0.110008720,0.110198364
0.468511670,0.105798228,0.106022114
0.439838906,0.106736134,0.106960344
0.394230780,0.133630552,0.133874722
0.435988398,0.108626308,0.108839432
0.493186732,0.109933804,0.110139560
0.335932882,0.104258704,0.104483998
0.493111788,0.106859594,0.107090316
0.266526320,0.109918732,0.110182520
0.228070484,0.101748574,0.101960304
0.300513768,0.109767974,0.109958602
0.270593578,0.105664740,0.105860050
0.149846700,0.101059556,0.101290634
0.212111686,0.101342138,0.101672912
0.237425046,0.241739604,0.241957164
0.362831138,0.118490066,0.118645668
0.220602188,0.100101484,0.100329074
0.177874654,0.104082864,0.104485116
0.144718086,0.101243228,0.101524462
0.382194364,0.108611222,0.108776228
0.451713356,0.109310554,0.109566888
0.408621496,0.109984864,0.110169668
0.419884710,0.100042402,0.100293068
0.269846180,0.107712866,0.107977052
0.463892028,0.118625934,0.118828064
0.368810056,0.108129600,0.108372206
0.479181814,0.102821352,0.103024392
0.392878012,0.110047318,0.110296692
0.369115694,0.110018890,0.110255410
0.272056446,0.100829952,0.101154250
0.463612352,0.100019106,0.100204900
0.248106974,0.100008356,0.100300884
0.398410882,0.109958710,0.110206900
0.335673588,0.107937356,0.108124318
0.329301662,0.110034868,0.110315962
0.354286026,0.100035712,0.100311146
0.409941518,0.110020132,0.110267818
0.373730930,0.106445792,0.192709400
0.253568194,0.110124706,0.110306022
0.445083384,0.109843256,0.110067950
0.437381886,0.100867684,0.101102778
0.383521988,0.100667146,0.101258246
0.353715110,0.109427910,0.109818166
0.478748384,0.107694726,0.108083118
0.432500086,0.109461600,0.109758460
0.342474034,0.100100060,0.100301240
0.389741240,0.100039906,0.100344930
0.341614064,0.110031542,0.110307670
0.326262032,0.107981938,0.108234642
0.428859934,0.108643464,0.108917704
0.477092388,0.108675220,0.108973410
0.220703934,0.110113422,0.110372958
0.344575320,0.100030458,0.100306526
0.320228244,0.109224440,0.109626772
0.399821654,0.100101522,0.100386870
0.241224026,0.104078484,0.104327206
0.308267106,0.100802854,0.101105536
0.228483084,0.108412358,0.108582190
0.220913564,0.108709108,0.108952600
0.222756214,0.102487590,0.102684530
0.209931428,0.109988958,0.110282876
0.243415086,0.109880596,0.110180300
0.301281794,0.104517412,0.104883972
0.248103876,0.110041978,0.110242694
0.229752514,0.100066534,0.100387084
0.283180160,0.105155012,0.105334412
0.249690224,0.109850372,0.110144426
0.267490898,0.104230390,0.104893358
0.485378516,0.100036132,0.100313210
0.491532356,0.109954640,0.110156986
0.371440176,0.105531878,0.105834664
0.455818362,0.109920584,0.110178544
0.424953020,0.109200022,0.109450438
0.491971698,0.109969312,0.110284112
0.493774268,0.109978094,0.111515864
0.493288648,0.110032592,0.110262932
0.496132850,0.110017480,0.110183746
0.495670496,0.108055754,0.108251092
0.458405060,0.109784586,0.109979250
0.463298332,0.105194730,0.105497890
0.452309256,0.109921306,0.110087222
0.485739612,0.110018620,0.110198956
0.404656018,0.106809524,0.106980662
0.480928182,0.106740998,0.106960682
0.478500466,0.109990678,0.110220384
0.348761002,0.106532516,0.106650994
0.491262490,0.105229310,0.105574824
0.487838866,0.107362120,0.107567698
0.380115518,0.110016006,0.110221938
0.488270876,0.108939924,0.109165658
0.484090044,0.110053190,0.110458874
0.489399020,0.100058924,0.100254760
0.451742348,0.109999040,0.110649006
0.495908352,0.109906202,0.110191018
0.484417462,0.109794662,0.110060318
0.497796672,0.103395322,0.103570802
0.491544702,0.100026388,0.100287462
0.491938930,0.110012308,0.110303644
0.489210440,0.110010990,0.110209118
0.496303268,0.103478658,0.153164620
0.497306832,0.109983086,0.110195016
0.494669396,0.109987918,0.110242692
0.496698608,0.109996408,0.110205304
0.496781914,0.109975912,0.110185342
0.496930372,0.110004738,0.110383720
0.496817192,0.109982158,0.110228532
0.495069462,0.109966798,0.220465162
0.490929686,0.109998628,0.110239042
0.496587296,0.109997418,0.110227246
0.496931484,0.109996724,0.110206186
0.497086344,0.109999704,0.110215280
0.496843522,0.112594496,0.112813036
0.494704264,0.109996552,0.110211204
0.496924872,0.109999224,0.110232444
0.497118082,0.109957870,0.110156768
0.497396234,0.109998598,0.110184708
0.497155950,0.109997382,0.110179198
0.497467182,0.110012126,0.110206174
0.497295794,0.109997378,0.110174254
0.497135840,0.109997180,0.110281200
0.497150292,0.109997200,0.110287300
0.496966142,0.109997092,0.110266706
0.497075588,0.109976364,0.110249302
0.497169104,0.109997768,0.110276022
0.497159784,0.109997382,0.110275596
0.497057452,0.109997708,0.110247708
0.496919008,0.109997794,0.110231738
0.496903170,0.109997716,0.110246532
0.496727824,0.109997834,0.110237584
0.496637108,0.109997274,0.110295372
0.496553710,0.109990150,0.110057336
0.497050692,0.109999492,0.110214922
0.496847262,0.109996988,0.110208580
0.496723432,0.110011732,0.110213678
0.496864320,0.109997064,0.110271094
0.496567376,0.109993778,0.110258998
0.496703362,0.109992958,0.110196956
0.496289378,0.109996464,0.110308826
0.496627192,0.109971494,0.110198994
0.497009124,0.100000844,0.100211338
0.496801910,0.109997178,0.110213160
0.496428964,0.109981182,0.110147946
0.496710706,0.109996800,0.110131366
0.497167126,0.109996888,0.110183898
0.496775490,0.109980460,0.110112982
0.497651090,0.109997472,0.110063332
0.497022488,0.109997190,0.110172152
0.497050026,0.109843048,0.110140886
0.477291514,0.110058768,0.110373310
0.497993222,0.103047570,0.103285444
0.466568286,0.100063900,0.100241388
0.365388642,0.104086258,0.104395028
0.495660662,0.109987508,0.110148088
0.497357490,0.109489314,0.109646918
0.496806838,0.109997828,0.110167682
0.497779352,0.109997656,0.110156118
0.497161934,0.110011504,0.110355634
0.463997136,0.110031196,0.110204300
0.368598894,0.109173416,0.109520290
0.272976040,0.101639822,0.101900676
0.483397086,0.108900950,0.109281708
0.498326538,0.105824932,0.105981970
0.499907652,0.109978304,0.110131340
0.497597370,0.109981804,0.110116656
0.497783542,0.109986370,0.110047530
0.498090742,0.109971408,0.110096148
0.497763810,0.109984578,0.110051866
0.498154956,0.109997410,0.110069302
0.498033826,0.109997246,0.110061876
0.497889804,0.109997440,0.110102476
0.497974442,0.109981464,0.110204594
0.497325068,0.109996758,0.110163638
0.497164556,0.109997692,0.110130224
0.495533162,0.110004520,0.110204686
0.497042918,0.109997338,0.110141812
0.497269488,0.109997382,0.110142074
0.497073196,0.100000278,0.100165110
0.497438872,0.109997628,0.110137722
0.498116196,0.109997292,0.110275920
0.497264920,0.109997410,0.110215510
0.495801456,0.109996496,0.110162616
0.497476372,0.110009606,0.110087300
0.497672414,0.109997398,0.110167124
0.497666680,0.109997596,0.110127462
0.497820874,0.109978640,0.110162220
0.497548364,0.109997012,0.110185696
0.497481870,0.109997446,0.110105086
0.496632896,0.109992346,0.110086056
0.497583448,0.109932862,0.110295906
0.493105068,0.107239574,0.107449132
0.476213190,0.104306176,0.104442094
0.488969894,0.100001378,0.100181096
0.497736072,0.109949086,0.110098572
0.497484034,0.110005202,0.110155994
0.495996646,0.109969310,0.110693958
0.496908342,0.109997388,0.110153138
0.497360674,0.109997402,0.110181684
0.497406868,0.109987804,0.110144482
0.496867588,0.109997950,0.110116062
0.497431504,0.109998562,0.110142352
0.497510466,0.109997468,0.110140806
0.497454204,0.109997782,0.110105820
0.495409866,0.109985368,0.110116272
0.497477492,0.109997422,0.110128024
0.497412490,0.109997544,0.110140160
0.496027350,0.109997404,0.110136136
0.497634808,0.109998050,0.110141942
0.497564098,0.109997434,0.110111706
0.497625746,0.109987968,0.110111668
0.497537342,0.109997578,0.110118036
0.497487198,0.109997460,0.110119412
0.495966274,0.109997414,0.110119428
0.497682052,0.109997446,0.110111256
0.495361806,0.109997520,0.110196380
0.495033106,0.109997598,0.110176104
0.497242968,0.109997496,0.110166784
0.497292366,0.109997328,0.110155104
0.497432076,0.109997644,0.110129442
0.497387124,0.109986470,0.110110582
0.497454870,0.109997400,0.110240002
0.492826108,0.110032182,0.110235588
0.492352794,0.109990866,0.110219280
0.496258798,0.109968862,0.110126660
0.497470048,0.109997270,0.110672658
0.497020806,0.109997624,0.110130600
0.494939744,0.109996978,0.110105890
0.497154478,0.109968756,0.110141654
0.497561098,0.109953356,0.110056954
0.497020384,0.109997684,0.110172302
0.497263354,0.109997674,0.110166122
0.496465140,0.109997368,0.110201522
0.497182052,0.109997528,0.110097410
0.497064362,0.109974578,0.110143690
0.495542028,0.109997834,0.110149970
0.497244932,0.109991138,0.110188972
0.496961644,0.109984782,0.110181120
0.496652668,0.109997060,0.110148592
0.497069718,0.109997478,0.110068498
0.497648114,0.110001640,0.110082050
0.497755542,0.109997408,0.110086206
0.497806856,0.109997564,0.110085834
0.497933486,0.109997478,0.110059084
0.497845994,0.109997504,0.110097312
0.497888254,0.109998168,0.110123722
0.498698006,0.109997584,0.110114578
0.497532826,0.109997392,0.110080840
0.497956290,0.109997444,0.110072622
0.497743962,0.109997298,0.110065398
0.497645650,0.109997174,0.110071770
0.497404834,0.109994322,0.110223406
0.392088974,0.105622928,0.105920872
0.490242720,0.110011920,0.110224356
0.429697950,0.109994672,0.110194014
0.491380744,0.109998192,0.110132174
0.497508414,0.109988610,0.110188268
0.497897954,0.109997054,0.110126482
0.497591114,0.109997306,0.110102450
0.497647884,0.109997314,0.110221542
0.497720054,0.109997346,0.110119660
0.497795452,0.109997540,0.110066158
0.497663376,0.109997932,0.110171994
0.496852390,0.100003920,0.100225204
0.494408954,0.109997492,0.110147120
0.497450674,0.109997540,0.110109082
0.496465390,0.109997166,0.110086018
0.497660914,0.109997624,0.110074520
0.497952534,0.109997774,0.110081726
0.497890512,0.109997558,0.110082062
0.497860004,0.109986562,0.110066196
0.497494854,0.109989308,0.110082676
0.496824396,0.109997484,0.110139212
0.497645430,0.109997136,0.110062078
0.498012616,0.109990500,0.110090064
0.496665630,0.109978664,0.110091070
0.497551784,0.109997588,0.110062056
0.497697444,0.109994294,0.110065546
0.496186996,0.109987560,0.110108562
0.497824210,0.109988658,0.110083188
0.497315228,0.109997468,0.110064554
0.497464324,0.109996704,0.110212510
0.497324384,0.109997316,0.110189780
0.494137076,0.109869550,0.110023908
0.442123642,0.109935786,0.110095858
0.496916168,0.109997268,0.110111248
0.497187280,0.109997602,0.110113344
0.497493096,0.109982264,0.110123436
0.497669888,0.109978354,0.110063362
0.498001726,0.109997932,0.110100514
0.497862606,0.109990752,0.110081350
0.497903134,0.109997778,0.110083620
0.498038696,0.109997648,0.110061486
0.497883552,0.109991202,0.110056464
0.498161190,0.109997372,0.110073454
0.498128640,0.109997414,0.110061014
0.497059512,0.109998582,0.110130174
0.496986292,0.109994852,0.110115806
0.497317476,0.109988344,0.110106266
0.497316456,0.110797048,0.113576848
0.493715374,0.109997162,0.110088680
0.497889900,0.109997660,0.110082140
0.497534350,0.109997450,0.110145110
0.497786500,0.109997456,0.110156236
0.497597444,0.109997336,0.110130486
0.497001520,0.109996426,0.110098066
0.496920750,0.109997580,0.110154082
0.497683472,0.109997714,0.110172104
0.497278680,0.109998276,0.110232912
0.497045480,0.109997696,0.110147628
0.497371336,0.109997384,0.110130032
0.497947882,0.109997164,0.110162698
0.497518078,0.109985364,0.110200844
0.495234410,0.109998260,0.110160160
0.497259358,0.109997938,0.110073944
0.497725300,0.109996472,0.110131932
0.497763018,0.109997670,0.110232198
0.497510958,0.109997984,0.110151554
0.497531994,0.109992360,0.110222666
0.496065364,0.109998374,0.110072996
0.497903742,0.109996892,0.110086474
0.493624532,0.109996866,0.110118012
0.496785634,0.109998134,0.110105336
0.497689540,0.109991940,0.110105816
0.497470650,0.109997276,0.110170316
0.497420824,0.109996802,0.110103894
0.496522080,0.109989892,0.110179430
0.494688332,0.109997452,0.110075660
0.497719736,0.109997058,0.110341458
0.497149286,0.109998590,0.110127746
0.497566738,0.109996476,0.110139808
0.497488034,0.109998962,0.110117342
0.497200008,0.109996994,0.110175856
0.497320714,0.109997732,0.110216526
0.497237472,0.109997254,0.110155790
0.497442894,0.110012920,0.110132396
0.497649188,0.109997488,0.110091646
0.497697720,0.109949288,0.110089964
0.497017710,0.109997762,0.110191228
